REPORTING_YEAR,CHEM_NAME,REL_EST_AMT,CARCINOGEN,CLEAN_AIR,LIST_3350,PFAS_IND,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_ABBR,ZIP_CODE,REGION,TOTAL_RELEASE
2015,Zinc compounds,28,N,N,N,0,999 AIRBRAKE AVE,WILMERDING,ALLEGHENY,PA,15148,3,28
2021,Mercury  And Mercury Compounds,0.29,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,0.29
2021,Styrene,38,Y,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,38
2021,Lead compounds,0.4,N,Y,Y,0,2400 2ND AVE,PITTSBURGH,ALLEGHENY,PA,15219,3,0.4
2018,Nickel,0,Y,Y,Y,0,5 N LINDEN,DUQUESNE,ALLEGHENY,PA,15110,3,0
2015,Xylene (mixed isomers),0,N,Y,Y,0,128 FIRST ST,PITTSBURGH,ALLEGHENY,PA,15238,3,0
2016,Lead,0,Y,Y,Y,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,
2018,Maleic anhydride,1235,N,Y,N,0,2650 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,1235
2019,Lead,5,Y,Y,Y,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,5
2015,Ethylene,9900,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,9900
2018,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),3.143,N,Y,Y,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,3.143
2018,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,
2015,Lead compounds,0,N,Y,Y,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,
2016,Lead compounds,0.0002,N,Y,Y,0,600 MAYER STREET,BRIDGEVILLE,ALLEGHENY,PA,15017,3,0.0002
2015,Ammonia,9100,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,9100
2018,Ethylene,10552,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,10552
2017,Naphthalene,0,Y,Y,N,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,
2016,Nickel compounds,482,Y,Y,Y,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,482
2019,1 2 4-Trimethylbenzene,0,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,0
2015,Carbon disulfide,28000,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,28000
2016,Toluene,440,N,Y,N,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,440
2021,Nitric acid,71,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,71
2021,Zinc compounds,37,N,N,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,37
2021,Phenol,5,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,5
2021,Methanol,430,N,Y,N,0,800 MARTHA ST,MUNHALL,ALLEGHENY,PA,15120,3,430
2018,Ammonia,35451,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,35451
2017,n-Butyl alcohol,250,N,N,N,0,2895 GRAND AVE,PITTSBURGH,ALLEGHENY,PA,15225,3,
2018,Copper  And Copper Compounds,4.22,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,4.22
2018,Dibenzofuran,0,N,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,0
2019,Xylene (mixed isomers),600,N,Y,Y,0,STATE RT 837 PO BOX 567,WEST ELIZABETH,ALLEGHENY,PA,15088,3,600
2016,Hydrogen fluoride,4109,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,4109
2019,Copper  And Copper Compounds,15,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,15
2016,Styrene,4181,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,4181
2018,1 2 4-Trimethylbenzene,11,N,N,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,11
2015,Benzo[g h i]perylene,0,N,Y,N,0,2620 NEVILLE ROAD,PITTSBURGH,ALLEGHENY,PA,15225,3,0
2019,Nickel compounds,8,Y,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,8
2021,Hydrogen sulfide,314968,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,314968
2018,Ethylene glycol,0,N,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,
2020,Cobalt  And Cobalt Compounds,26,N,Y,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,26
2015,Lead compounds,55.3,N,Y,Y,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,55.3
2016,Acrylic acid,0,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2015,Phenanthrene,81,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,81
2016,Zinc compounds,0,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2015,Cumene,78,Y,Y,N,0,999 AIRBRAKE AVE,WILMERDING,ALLEGHENY,PA,15148,3,78
2020,Manganese  And Manganese Compounds,1060,N,Y,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,1060
2017,Nickel compounds,3,Y,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,3
2017,Nickel compounds,6,Y,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,6
2018,Sodium nitrite,0,N,N,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,
2017,Ethylbenzene,14.4,Y,Y,N,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,14.4
2015,n-Hexane,319,N,Y,N,0,2620 NEVILLE ROAD,PITTSBURGH,ALLEGHENY,PA,15225,3,319
2015,Manganese,0,N,Y,N,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,
2020,Ethylbenzene,0,Y,Y,N,0,300 TANKER ROAD #4257,CORAOPOLIS,ALLEGHENY,PA,151084257,3,0
2017,Nickel,2.26,Y,Y,Y,0,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,3,2.26
2016,Manganese compounds,0,N,Y,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0
2017,Cumene,396,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,396
2017,Lead compounds,53,N,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,53
2016,Methanol,193,N,Y,N,0,800 MARTHA ST,MUNHALL,ALLEGHENY,PA,15120,3,193
2020,Diisocyanates,0,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2018,Naphthalene,14,Y,Y,N,0,999 AIRBRAKE AVE,WILMERDING,ALLEGHENY,PA,15148,3,14
2018,Polycyclic aromatic compounds,0.3,Y,Y,N,0,1000 SHEROSKY WAY,SPRINGDALE,ALLEGHENY,PA,15144,3,0.3
2016,Nitrate compounds (water dissociable; reportable only when in aqueous solution),1200,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,1200
2020,Ethylene glycol,0,N,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,
2017,Naphthalene,3,Y,Y,N,0,1100 GLASS HOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,3
2017,Ethylene,0,N,N,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0
2019,Toluene,8.4,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,8.4
2020,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),4121,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,4121
2018,Toluene,102,N,Y,N,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,102
2020,Cyclohexane,5.76,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,5.76
2021,Hydrogen fluoride,1237,N,Y,N,0,26 RICH HILL RD,CHESWICK,ALLEGHENY,PA,15024,3,1237
2017,Methyl methacrylate,0,N,Y,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,0
2021,Butyl acrylate,0,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2016,Lead compounds,0,N,Y,Y,0,1601 CHARTIERS VALLEY LN,PITTSBURGH,ALLEGHENY,PA,15205,3,0
2017,Lead compounds,0.1,N,Y,Y,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0.1
2020,Ethylene glycol,0,N,Y,N,0,650 NOBLE DR,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0
2015,Certain glycol ethers,469.3,N,Y,N,0,100 LEETSDALE INDUSTRIAL DR - BUILDINGS 72 76 & 150,LEETSDALE,ALLEGHENY,PA,15056,3,469.3
2016,Chromium compounds (except for chromite ore mined in the Transvaal Region),28,N,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,28
2015,Lead,0,Y,Y,Y,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,
2021,Cobalt  And Cobalt Compounds,26,N,Y,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,26
2018,Nickel compounds,4,Y,Y,Y,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,4
2017,Ethylbenzene,37,Y,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,37
2017,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),75,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,75
2020,1 2 4-Trimethylbenzene,41,N,N,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,41
2017,Polycyclic aromatic compounds,0.7,Y,Y,N,0,2 PRESTLEY ROAD,BRIDGEVILLE,ALLEGHENY,PA,15017,3,0.7
2021,Copper  And Copper Compounds,37,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,37
2015,Vanadium compounds,5,N,N,N,0,149 NICHOL AVE,MC KEES ROCKS,ALLEGHENY,PA,15136,3,
2020,Lead compounds,0,N,Y,Y,0,2400 2ND AVE,PITTSBURGH,ALLEGHENY,PA,15219,3,0
2017,Lead compounds,0.42,N,Y,Y,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0.42
2017,Lead compounds,0.66,N,Y,Y,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0.66
2020,Toluene,106,N,Y,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,106
2017,Cobalt compounds,26,N,Y,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,26
2017,Lead compounds,165.56,N,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,165.56
2021,Xylene (mixed isomers),10,N,Y,Y,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,10
2021,Xylene (mixed isomers),129.23,N,Y,Y,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,129.23
2017,Certain glycol ethers,1.2046,N,Y,N,0,100 LEETSDALE INDUSTRIAL DR - BUILDINGS 72 76 & 150,LEETSDALE,ALLEGHENY,PA,15056,3,1.2046
2018,Zinc compounds,223,N,N,N,0,1315 W LIBERTY AVE,PITTSBURGH,ALLEGHENY,PA,15226,3,223
2018,Nickel,1,Y,Y,Y,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,1
2016,Anthracene,280,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,280
2016,Lead compounds,0,N,Y,Y,0,1100 GLASS HOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,0
2021,Naphthalene,1,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,1
2015,Propylene,105,N,N,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,105
2018,Isoprene,0,Y,N,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,
2017,Ethylene glycol,21,N,Y,N,0,650 NOBLE DR,WEST MIFFLIN,ALLEGHENY,PA,15122,3,21
2017,Sodium nitrite,0,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,
2019,Cyclohexane,3,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,3
2016,Polycyclic aromatic compounds,7.7,Y,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,7.7
2019,Ethylbenzene,178,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,178
2017,Mercury,0.1,N,Y,Y,0,440 COLLEGE PARK DR,MONROEVILLE,ALLEGHENY,PA,15146,3,0.1
2020,Nickel compounds,60,Y,Y,Y,0,FEDERAL ST GATE 10 C/O ALLEGHENY LUDLUM STEEL,NATRONA HEIGHTS,ALLEGHENY,PA,15065,3,60
2020,Toluene,2,N,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,2
2020,Styrene,1087,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,1087
2019,Copper compounds,0,N,N,N,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,
2017,Chromium compounds (except for chromite ore mined in the Transvaal Region),41,N,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,41
2019,Styrene,3166,Y,Y,N,0,345 OAK RD,GIBSONIA,ALLEGHENY,PA,15044,3,3166
2020,Phthalic anhydride,4,N,Y,N,0,2650 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,4
2015,Toluene,250,N,Y,N,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,
2015,Naphthalene,1132,Y,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,1132
2016,Manganese compounds,0,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2018,Lead  And Lead Compounds,0.6,N,Y,Y,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,0.6
2017,Vanadium compounds,0.5626,N,N,N,0,149 NICHOL AVE,MC KEES ROCKS,ALLEGHENY,PA,15136,3,0.5626
2021,Xylene (mixed isomers),0,N,Y,Y,0,128 FIRST ST,PITTSBURGH,ALLEGHENY,PA,15238,3,0
2017,Naphthalene,889,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,889
2017,Chromium compounds (except for chromite ore mined in the Transvaal Region),58,N,Y,Y,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,58
2019,Lead compounds,0,N,Y,Y,0,1100 GLASS HOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,0
2020,Ammonia,3662,N,N,N,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,3662
2018,Styrene,35,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,35
2019,Copper  And Copper Compounds,94,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,94
2018,Dicyclopentadiene,10,N,N,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,10
2018,Naphthalene,24,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,24
2017,n-Hexane,0,N,Y,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,0
2015,Manganese,8.19,N,Y,N,0,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,3,8.19
2016,Lead compounds,0.6,N,Y,Y,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,0.6
2017,Chromium,1,N,Y,Y,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,1
2021,Polycyclic aromatic compounds,0.56,Y,Y,N,0,2 PRESTLEY ROAD,BRIDGEVILLE,ALLEGHENY,PA,15017,3,0.56
2016,1 2 4-Trimethylbenzene,60,N,N,N,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,60
2018,Chromium,99.99,N,Y,Y,0,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,3,99.99
2018,Chromium,3.56,N,Y,Y,0,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,3,3.56
2020,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,0
2020,Chromium compounds (except for chromite ore mined in the Transvaal Region),6,N,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,6
2020,Chloroform,0,Y,Y,Y,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,
2021,Vanadium compounds,0,N,N,N,0,149 NICHOL AVE,MC KEES ROCKS,ALLEGHENY,PA,15136,3,
2015,Styrene,1,Y,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,1
2016,Manganese,5.59,N,Y,N,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,5.59
2016,Manganese,0,N,Y,N,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,
2017,Phenanthrene,3,N,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,3
2020,Manganese  And Manganese Compounds,0,N,Y,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,
2016,Copper compounds,28,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,28
2015,Polycyclic aromatic compounds,1443.32,Y,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,1443.32
2015,Chromium,612,N,Y,Y,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,612
2016,1 2 4-Trimethylbenzene,0,N,N,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,0
2015,Xylene (mixed isomers),18.4,N,Y,Y,0,STATE RT 837 PO BOX 567,WEST ELIZABETH,ALLEGHENY,PA,15088,3,18.4
2021,Styrene,0,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2017,Zinc compounds,11,N,N,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,11
2017,Tetrachloroethylene,2950,Y,Y,Y,0,15 ALLEGHENY SQUARE,GLASSPORT,ALLEGHENY,PA,15045,3,2950
2017,Tetrachloroethylene,334.32,Y,Y,Y,0,15 ALLEGHENY SQUARE,GLASSPORT,ALLEGHENY,PA,15045,3,334.32
2021,Methyl methacrylate,0,N,Y,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,
2016,Ethylbenzene,231,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,231
2015,Diisocyanates,5,N,Y,N,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,
2021,Acrylic acid,3789,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,3789
2016,Ethylbenzene,9,Y,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,9
2016,Ethylbenzene,2290,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,2290
2015,Ethylbenzene,22,Y,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,22
2015,Lead,0,Y,Y,Y,0,1 LIFE WAY,PITTSBURGH,ALLEGHENY,PA,15205,3,
2020,Nickel  And Nickel Compounds,3,Y,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,3
2016,N N-Dimethylformamide,32.6,N,Y,N,0,100 LEETSDALE INDUSTRIAL DR - BUILDINGS 72 76 & 150,LEETSDALE,ALLEGHENY,PA,15056,3,32.6
2019,Chromium,0,N,Y,Y,0,301 4TH AVE,MCKEESPORT,ALLEGHENY,PA,15132,3,0
2019,Chromium compounds (except for chromite ore mined in the Transvaal Region),4.12,N,Y,Y,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,4.12
2015,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),35000,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,35000
2015,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),170000,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,170000
2019,Benzene,17445,Y,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,17445
2015,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,
2021,1 2 4-Trimethylbenzene,928,N,N,N,0,999 AIRBRAKE AVE,WILMERDING,ALLEGHENY,PA,15148,3,928
2021,1 2 4-Trimethylbenzene,60,N,N,N,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,60
2015,Molybdenum trioxide,0,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,0
2019,Styrene,16,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,16
2016,Xylene (mixed isomers),4,N,Y,Y,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,4
2015,Hydrogen fluoride,228,N,Y,N,0,15 ALLEGHENY SQUARE,GLASSPORT,ALLEGHENY,PA,15045,3,228
2017,Chromium compounds (except for chromite ore mined in the Transvaal Region),8.2,N,Y,Y,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,8.2
2020,Diisocyanates,0,N,Y,N,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,
2015,Cobalt,0,Y,Y,N,0,1001 ROBB HILL RD,OAKDALE,ALLEGHENY,PA,15071,3,
2015,Manganese compounds,0,N,Y,N,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,
2018,Methyl methacrylate,0,N,Y,N,0,2650 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,
2021,Methanol,29057,N,Y,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,29057
2018,Ethylbenzene,17,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,17
2018,Ethylene glycol,17,N,Y,N,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,17
2018,Lead compounds,0,N,Y,Y,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2016,Dimethyl phthalate,3808,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,3808
2016,Ethylene,0,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,0
2020,Manganese  And Manganese Compounds,250,N,Y,N,0,1967 EASTERN AVE,VERONA,ALLEGHENY,PA,15147,3,
2018,Lead,0,Y,Y,Y,0,1001 E WATERFRONT DR,MUNHALL,ALLEGHENY,PA,15120,3,
2015,Toluene,24,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,24
2015,Toluene,5,N,Y,N,0,440 COLLEGE PARK DR,MONROEVILLE,ALLEGHENY,PA,15146,3,
2017,Zinc compounds,4100,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,4100
2015,Xylene (mixed isomers),31,N,Y,Y,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,31
2021,Copper compounds,19,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,19
2015,Styrene,0,Y,Y,N,0,1575 LEBANON SCHOOL RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0
2015,Mercury,0.4,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,0.4
2021,Zinc compounds,151,N,N,N,0,1315 W LIBERTY AVE,PITTSBURGH,ALLEGHENY,PA,15226,3,151
2017,Ammonia,7000,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,7000
2020,Ammonia,244,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,244
2015,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,1000 GLASSHOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,
2016,Styrene,4566,Y,Y,N,0,345 OAK RD,GIBSONIA,ALLEGHENY,PA,15044,3,4566
2019,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,
2015,Polycyclic aromatic compounds,0.7,Y,Y,N,0,2 PRESTLEY ROAD,BRIDGEVILLE,ALLEGHENY,PA,15017,3,0.7
2019,Styrene,360,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,360
2019,Styrene,13.02,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,13.02
2015,Lead compounds,0,N,Y,Y,0,1100 GLASS HOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,0
2015,Methanol,0,N,Y,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,
2018,Chromium,10.91,N,Y,Y,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,10.91
